station_distance,total_price,area,next_use,city_planning,age,renovation_flg,number_of_floor,kitchen_level,service_room
2,2.4e+07,25,住宅,商業地域,11,0,1,K,0
2,3.8e+07,45,住宅,商業地域,33,1,2,LDK,0
4,1.8e+07,20,住宅,商業地域,18,1,1,K,0
3,2.7e+07,30,住宅,商業地域,13,0,1,DK,0
5,1.2e+07,15,住宅,第１種住居地域,20,0,1,K,0
4,4.5e+07,55,住宅,商業地域,25,0,2,LDK,0
5,2.1e+07,20,住宅,第１種住居地域,18,0,1,K,0
5,1.1e+07,20,住宅,商業地域,28,0,1,K,0
3,1.5e+07,20,その他,商業地域,28,0,1,K,0
6,2.1e+07,20,住宅,商業地域,11,0,1,K,0
4,1.6e+07,20,住宅,商業地域,18,0,1,K,0
4,1.9e+07,25,住宅,第２種住居地域,11,0,1,K,0
5,1.8e+07,20,住宅,第２種住居地域,13,0,1,K,0
2,2e+07,20,住宅,第２種住居地域,15,1,1,K,0
3,1.8e+07,20,住宅,第２種住居地域,15,0,1,K,0
5,4.3e+07,45,住宅,第２種住居地域,14,0,2,LDK,0
5,2.3e+07,20,住宅,第２種住居地域,13,0,1,K,0
7,3.6e+07,25,住宅,第２種住居地域,2,0,1,K,0
5,1.9e+07,20,住宅,第２種住居地域,13,0,1,K,0
5,2.3e+07,20,住宅,第２種住居地域,13,0,1,K,0
8,3.6e+07,25,住宅,第２種住居地域,2,1,1,DK,0
2,4.1e+07,60,住宅,第２種住居地域,32,0,2,DK,0
1,1.6e+07,15,その他,近隣商業地域,19,0,1,K,0
1,1.5e+07,15,住宅,近隣商業地域,19,0,1,K,0
1,9e+07,170,住宅,第１種中高層住居専用地域,47,1,3,LDK,0
3,2e+07,20,住宅,商業地域,18,0,1,K,0
3,1.7e+07,20,住宅,準工業地域,17,0,1,K,0
3,1.9e+07,20,住宅,準工業地域,17,0,1,K,0
3,1.7e+07,20,住宅,商業地域,18,0,1,K,0
5,1.7e+07,15,住宅,商業地域,17,0,1,K,0
3,2e+07,20,住宅,商業地域,18,0,1,DK,0
3,2.1e+07,20,住宅,商業地域,18,0,1,K,0
3,2e+07,20,その他,商業地域,18,0,1,K,0
4,1.5e+08,80,住宅,商業地域,10,0,3,LDK,0
4,5.1e+07,60,住宅,準工業地域,8,0,2,LDK,0
6,9800000,20,住宅,第１種住居地域,28,0,1,R,0
5,4.5e+07,60,住宅,第１種住居地域,28,1,3,LDK,0
3,4.3e+07,55,住宅,準工業地域,21,1,3,LDK,0
10,1.7e+07,20,その他,商業地域,15,0,1,K,0
11,1.8e+07,20,住宅,商業地域,15,1,1,K,0
9,8600000,15,住宅,第１種住居地域,29,0,1,K,0
3,6.5e+07,85,住宅,商業地域,34,1,3,LDK,0
8,5.6e+07,50,住宅,第１種中高層住居専用地域,7,0,2,LDK,0
5,7e+06,20,住宅,準工業地域,32,0,1,K,0
5,3.5e+07,45,住宅,商業地域,39,1,2,LDK,0
5,2.4e+07,45,住宅,商業地域,39,0,2,DK,0
4,3.5e+07,35,住宅,商業地域,7,0,1,LDK,0
0,9.9e+07,70,住宅,商業地域,7,0,2,LDK,0
4,2.4e+07,20,住宅,商業地域,7,0,1,R,0
6,2.2e+07,20,住宅,近隣商業地域,17,0,1,K,0
7,6.4e+07,55,住宅,商業地域,7,0,2,LDK,0
7,1.1e+07,20,住宅,準工業地域,26,0,1,K,0
6,3e+07,35,住宅,商業地域,13,0,1,LDK,0
6,3.2e+07,35,住宅,商業地域,13,0,1,DK,0
5,2.5e+07,25,住宅,商業地域,13,0,1,K,0
6,1.9e+07,20,その他,近隣商業地域,17,0,1,DK,0
8,2e+07,15,住宅,商業地域,22,0,1,K,0
6,2e+07,20,住宅,商業地域,13,1,1,K,0
7,2e+07,20,住宅,近隣商業地域,17,0,1,K,0
6,1.6e+07,15,住宅,商業地域,21,0,1,K,0
6,2.9e+07,20,住宅,商業地域,13,0,1,K,0
3,1.7e+07,20,住宅,商業地域,14,0,1,K,0
2,4.6e+07,55,住宅,商業地域,17,0,2,LDK,0
4,3.2e+07,40,住宅,商業地域,35,1,1,LDK,0
5,1.3e+07,20,住宅,商業地域,18,0,1,K,0
4,2.1e+07,40,住宅,商業地域,35,0,2,DK,0
3,1.8e+07,15,住宅,商業地域,20,0,1,K,0
5,1.4e+07,20,住宅,商業地域,32,0,1,K,0
3,2e+07,30,住宅,商業地域,20,0,1,DK,0
5,1.7e+07,20,住宅,商業地域,18,0,1,K,0
4,2e+07,20,その他,商業地域,16,0,1,K,0
4,1.8e+07,20,住宅,商業地域,16,0,1,K,0
1,1.5e+07,15,住宅,商業地域,17,0,1,K,0
1,1e+07,55,住宅,商業地域,38,1,3,LDK,0
5,1.2e+07,20,住宅,商業地域,27,0,1,K,0
4,1.4e+07,20,その他,商業地域,16,0,1,K,0
4,3.2e+07,40,住宅,商業地域,29,1,1,LDK,0
5,2.1e+07,20,住宅,近隣商業地域,16,0,1,DK,0
1,4.2e+07,55,住宅,商業地域,16,0,1,K,0
4,2.3e+07,40,その他,商業地域,29,0,1,LDK,0
5,2.5e+07,40,住宅,商業地域,35,0,2,DK,0
4,1.4e+07,25,住宅,商業地域,33,0,1,K,0
2,1.5e+07,20,住宅,商業地域,17,0,1,K,0
1,1.1e+07,20,住宅,商業地域,31,0,1,K,0
1,1.5e+07,15,住宅,商業地域,17,0,1,K,0
2,6.6e+07,70,住宅,商業地域,6,0,3,LDK,0
5,1.4e+07,20,住宅,近隣商業地域,16,0,1,K,0
6,1.9e+07,20,その他,近隣商業地域,21,0,1,K,0
5,4e+07,65,住宅,商業地域,36,0,3,LDK,0
4,1.3e+07,25,住宅,商業地域,33,0,1,R,0
13,1.9e+07,20,住宅,第１種住居地域,18,0,1,K,0
6,1.8e+07,15,住宅,近隣商業地域,17,0,1,K,0
13,1.8e+07,20,住宅,第１種住居地域,18,0,1,K,0
9,6.5e+07,70,住宅,第１種住居地域,14,0,3,LDK,0
6,2.3e+07,20,住宅,近隣商業地域,17,0,1,K,0
9,3.7e+07,45,その他,第１種住居地域,14,0,1,LDK,0
6,1.7e+07,20,住宅,近隣商業地域,17,0,1,K,0
6,2.3e+07,20,その他,近隣商業地域,17,1,1,DK,0
12,2.6e+07,25,住宅,第１種住居地域,8,0,1,K,0
10,6.7e+07,60,住宅,第１種中高層住居専用地域,12,1,2,LDK,0
9,5.9e+07,65,住宅,第１種住居地域,14,0,2,LDK,0
5,1.9e+07,15,住宅,近隣商業地域,17,0,1,K,0
8,2e+07,20,住宅,近隣商業地域,12,0,1,K,0
10,4.8e+07,60,住宅,近隣商業地域,19,0,2,LDK,0
9,2e+07,20,その他,近隣商業地域,15,1,1,DK,0
9,1.6e+07,30,住宅,第１種住居地域,41,0,1,K,0
9,1.5e+07,20,住宅,近隣商業地域,15,0,1,K,0
13,7e+07,70,住宅,第１種中高層住居専用地域,14,1,2,LDK,0
9,2.2e+07,20,住宅,商業地域,13,0,1,K,0
11,7.9e+07,80,住宅,第１種中高層住居専用地域,13,0,3,LDK,0
9,4.7e+07,60,住宅,商業地域,20,1,2,LDK,0
9,5.2e+07,50,住宅,準工業地域,13,0,2,LDK,0
9,7e+07,70,住宅,準工業地域,13,0,3,LDK,0
11,4.5e+07,55,住宅,準工業地域,35,1,3,LDK,0
7,2.5e+07,20,住宅,準工業地域,15,0,1,K,0
10,3.1e+07,25,住宅,準工業地域,2,0,1,K,0
10,3.7e+07,30,住宅,準工業地域,2,0,1,DK,0
3,1.7e+07,20,住宅,商業地域,16,0,1,K,0
1,2.7e+07,30,住宅,商業地域,40,1,1,K,0
4,8.1e+07,80,住宅,商業地域,28,1,3,LDK,0
11,4.4e+07,55,住宅,準工業地域,35,0,2,LDK,0
9,6.4e+07,60,住宅,準工業地域,13,0,3,LDK,0
2,8.6e+07,75,住宅,商業地域,15,0,2,LDK,0
3,6.7e+07,60,住宅,商業地域,18,0,2,LDK,0
4,5.6e+07,55,住宅,商業地域,28,1,2,LDK,0
9,3.2e+07,40,その他,準工業地域,13,0,1,LDK,0
4,4e+07,55,住宅,商業地域,22,0,2,LDK,0
4,7.7e+07,80,住宅,商業地域,9,0,3,LDK,0
2,7e+07,60,住宅,商業地域,15,1,2,LDK,0
3,6.8e+07,65,住宅,商業地域,18,0,3,LDK,0
3,5.9e+07,65,住宅,準工業地域,21,0,3,LDK,0
4,2.7e+07,25,住宅,商業地域,6,0,1,K,0
6,1e+07,20,住宅,商業地域,34,0,1,K,0
4,6.3e+07,80,その他,商業地域,28,0,3,LDK,0
3,5.7e+07,65,住宅,商業地域,18,0,3,LDK,0
7,3.2e+07,35,住宅,商業地域,12,0,1,LDK,0
3,2.1e+07,25,住宅,商業地域,15,0,1,DK,0
4,3.7e+07,55,その他,商業地域,28,0,2,LDK,0
5,5.7e+07,65,住宅,商業地域,18,0,3,LDK,0
4,3.9e+07,35,住宅,準工業地域,39,0,1,LDK,0
4,9.5e+07,75,住宅,商業地域,9,0,3,LDK,0
10,1.5e+07,20,住宅,商業地域,13,0,1,K,0
10,2.2e+07,20,住宅,商業地域,13,0,1,K,0
10,2.1e+07,20,住宅,商業地域,13,0,1,K,0
9,4.5e+07,50,住宅,商業地域,7,0,1,LDK,1
11,2.2e+07,15,住宅,商業地域,13,0,1,K,0
10,2e+07,20,住宅,商業地域,13,0,1,K,0
10,2.1e+07,20,住宅,商業地域,13,1,1,K,0
10,2e+07,20,住宅,商業地域,13,0,1,K,0
7,1.8e+07,20,住宅,準工業地域,14,0,1,K,0
3,1.3e+07,15,その他,準工業地域,21,0,1,K,0
11,2e+07,20,住宅,商業地域,13,0,1,K,0
7,1.8e+07,20,住宅,準工業地域,14,0,1,K,0
11,2e+07,20,住宅,商業地域,13,0,1,LDK,0
9,7.1e+07,70,住宅,商業地域,14,0,2,LDK,0
3,1.4e+07,15,住宅,準工業地域,21,1,1,K,0
9,5.5e+07,55,住宅,商業地域,7,0,2,LDK,1
10,2e+07,20,住宅,商業地域,13,0,1,K,0
11,2.1e+07,20,住宅,商業地域,13,0,1,K,0
8,2.3e+07,20,住宅,準工業地域,15,0,1,K,0
7,3.4e+07,35,住宅,第２種住居地域,15,0,1,DK,0
7,1.8e+07,20,住宅,準工業地域,19,0,1,K,0
9,1.7e+07,20,住宅,準工業地域,10,0,1,K,0
12,1.4e+07,25,住宅,第１種中高層住居専用地域,48,1,1,K,0
5,2.7e+07,30,住宅,第２種中高層住居専用地域,21,0,1,LDK,0
4,2.7e+07,45,住宅,商業地域,31,0,2,DK,0
4,8.5e+07,60,住宅,第１種住居地域,7,0,2,LDK,0
9,1e+08,105,住宅,第２種住居地域,27,0,3,LDK,0
2,1.1e+08,140,住宅,第１種住居地域,47,1,3,LDK,0
8,3.9e+07,40,住宅,第２種住居地域,8,0,1,LDK,0
11,4.1e+07,75,その他,第１種中高層住居専用地域,48,0,3,LDK,0
4,1.8e+07,20,住宅,第２種住居地域,16,0,1,K,0
5,3.6e+07,40,住宅,近隣商業地域,14,0,1,LDK,0
6,4.5e+07,45,住宅,近隣商業地域,14,0,1,LDK,0
2,2.6e+07,25,住宅,商業地域,15,1,1,K,0
6,6.3e+07,60,住宅,商業地域,11,0,1,LDK,0
3,2e+07,25,事務所,商業地域,18,0,1,K,0
11,4e+07,55,住宅,第２種住居地域,38,1,3,LDK,0
13,2.5e+07,40,住宅,第２種住居地域,37,1,2,DK,0
10,6e+07,70,住宅,第２種住居地域,13,0,3,LDK,0
10,2e+07,20,住宅,近隣商業地域,12,0,1,K,0
10,5.9e+07,70,住宅,第２種住居地域,13,0,3,LDK,0
8,4.9e+07,40,住宅,準工業地域,2,0,1,LDK,0
8,2e+07,20,その他,準工業地域,12,0,1,K,0
6,1.7e+07,20,住宅,準工業地域,8,0,1,K,0
6,2.4e+07,55,事務所,準工業地域,32,1,3,K,0
8,3.5e+07,25,住宅,準工業地域,2,1,1,K,0
3,9200000,15,住宅,近隣商業地域,34,1,1,K,0
8,3.4e+07,25,住宅,準工業地域,2,0,1,K,0
6,3.2e+07,35,住宅,準工業地域,8,0,1,LDK,0
6,1.3e+07,20,住宅,準工業地域,19,0,1,K,0
6,2.7e+07,30,住宅,準工業地域,19,0,1,DK,0
6,1.8e+07,20,その他,準工業地域,8,0,1,K,0
8,2.2e+07,20,住宅,準工業地域,12,1,1,K,0
6,1.8e+07,20,住宅,準工業地域,8,0,1,K,0
4,2e+07,20,住宅,準工業地域,16,0,1,K,0
6,4.2e+07,40,住宅,準工業地域,19,0,2,LDK,0
6,1.9e+07,20,住宅,準工業地域,8,0,1,K,0
5,4.7e+07,40,住宅,準工業地域,2,0,1,LDK,0
5,4.8e+07,40,住宅,準工業地域,2,0,1,LDK,0
6,1.9e+07,20,住宅,準工業地域,19,0,1,K,0
10,1.3e+07,20,住宅,第１種住居地域,21,0,1,K,0
6,1.7e+07,20,住宅,準工業地域,8,0,1,K,0
6,1.7e+07,20,住宅,準工業地域,8,0,1,K,0
6,1.8e+07,20,住宅,準工業地域,8,0,1,K,0
6,5.3e+07,75,住宅,準工業地域,16,0,3,LDK,0
5,5.6e+07,60,住宅,準工業地域,21,1,2,LDK,0
5,5.8e+07,65,住宅,準工業地域,21,1,2,LDK,0
3,1.6e+07,30,住宅,近隣商業地域,19,0,2,DK,0
6,1.8e+07,20,住宅,準工業地域,8,0,1,K,0
6,1.5e+07,20,住宅,準工業地域,8,0,1,K,0
3,2.9e+07,25,住宅,近隣商業地域,3,0,1,K,0
8,2e+07,20,住宅,準工業地域,12,0,1,K,0
6,2e+07,20,住宅,準工業地域,8,1,1,K,0
6,2.9e+07,45,住宅,準工業地域,16,1,1,LDK,0
1,3e+07,25,住宅,近隣商業地域,3,0,1,K,0
1,5.5e+07,50,住宅,近隣商業地域,3,0,2,LDK,0
9,1.7e+07,20,住宅,商業地域,18,0,1,K,0
0,2e+07,50,住宅,商業地域,35,0,3,DK,0
2,1.6e+07,30,住宅,準工業地域,35,0,1,DK,0
6,7e+07,70,住宅,第２種住居地域,17,0,2,LDK,0
0,3.3e+07,45,住宅,商業地域,35,1,3,DK,0
1,2e+07,20,住宅,商業地域,16,0,1,K,0
4,6e+08,85,住宅,第１種低層住居専用地域,17,0,3,LDK,0
2,3.2e+07,35,住宅,商業地域,9,0,1,LDK,0
2,2.7e+07,20,住宅,商業地域,9,0,1,K,0
2,4.6e+07,55,住宅,準工業地域,35,1,2,LDK,0
2,2.2e+07,30,住宅,準工業地域,35,1,1,K,0
2,2.4e+07,20,住宅,商業地域,9,0,1,K,0
6,4.4e+07,60,その他,第２種住居地域,17,0,2,LDK,0
1,1.9e+07,20,住宅,商業地域,16,0,1,K,0
5,3.4e+07,35,住宅,商業地域,8,0,1,LDK,0
1,2.5e+07,30,住宅,商業地域,28,1,1,DK,0
7,6e+07,60,住宅,第２種住居地域,15,0,2,LDK,0
9,1.9e+07,20,その他,商業地域,20,0,1,R,0
10,7e+07,75,住宅,第１種中高層住居専用地域,22,1,3,LDK,0
7,2.2e+07,20,住宅,第１種住居地域,15,0,1,K,0
9,2e+07,40,住宅,近隣商業地域,13,0,1,LDK,0
2,1.6e+07,25,住宅,商業地域,19,0,1,K,0
4,5e+07,55,住宅,商業地域,24,1,2,LDK,0
3,1.9e+07,20,住宅,商業地域,15,0,1,K,0
3,2.6e+07,30,住宅,商業地域,15,1,2,DK,0
0,2.1e+07,25,住宅,近隣商業地域,14,0,1,K,0
1,6.2e+07,55,住宅,商業地域,6,0,2,LDK,0
8,5e+07,65,住宅,第１種住居地域,24,0,2,LDK,0
0,2.2e+07,25,住宅,近隣商業地域,14,0,1,R,0
5,4e+07,75,住宅,第１種中高層住居専用地域,47,1,2,LDK,0
2,1.8e+07,15,その他,商業地域,21,0,1,K,0
2,1.7e+07,15,住宅,商業地域,21,0,1,K,0
8,4e+07,65,住宅,第２種住居地域,33,0,3,LDK,0
3,3.5e+07,40,住宅,商業地域,15,0,1,LDK,0
13,1.4e+07,25,住宅,近隣商業地域,17,0,1,DK,0
3,1.5e+07,20,住宅,商業地域,15,0,1,K,0
0,7.4e+07,75,住宅,商業地域,14,0,3,LDK,0
6,1.8e+07,20,住宅,商業地域,18,0,1,K,0
8,2e+07,20,住宅,第２種住居地域,13,0,1,K,0
2,1.3e+07,15,住宅,商業地域,21,0,1,K,0
3,7.6e+07,70,住宅,第１種中高層住居専用地域,11,0,2,LDK,0
5,4.1e+07,45,住宅,商業地域,7,0,1,LDK,0
3,1.5e+07,20,住宅,商業地域,15,0,1,K,0
10,1.1e+08,85,住宅,第１種低層住居専用地域,3,0,3,LDK,0
11,5.9e+07,70,住宅,準工業地域,20,1,3,LDK,0
10,1.3e+07,15,住宅,商業地域,24,1,1,K,0
10,1.4e+07,15,住宅,商業地域,24,0,1,K,0
11,1.4e+07,15,住宅,商業地域,24,1,1,K,0
5,4e+07,55,住宅,商業地域,28,1,2,LDK,0
10,1.4e+07,35,住宅,商業地域,35,0,1,DK,0
2,4.1e+07,55,住宅,商業地域,18,0,1,LDK,0
1,1.6e+07,25,住宅,商業地域,28,0,1,K,0
1,5.5e+07,70,住宅,商業地域,29,1,2,LDK,0
4,6.1e+07,60,住宅,第１種中高層住居専用地域,7,0,2,LDK,0
6,4.5e+07,55,住宅,第１種中高層住居専用地域,23,0,1,LDK,0
1,1.7e+07,20,住宅,商業地域,15,0,1,K,0
1,3.5e+07,45,住宅,近隣商業地域,25,1,1,LDK,0
11,1.2e+07,15,住宅,商業地域,24,0,1,K,0
8,8400000,15,住宅,商業地域,41,0,1,K,0
1,2.8e+07,40,住宅,商業地域,23,0,1,LDK,0
10,1.4e+07,15,住宅,商業地域,21,0,1,K,0
5,7e+07,100,住宅,第１種中高層住居専用地域,31,1,2,LDK,0
0,4.7e+07,55,住宅,商業地域,12,0,2,LDK,0
1,3.2e+07,45,住宅,商業地域,23,0,2,LDK,0
9,3.4e+07,25,住宅,商業地域,3,0,1,DK,0
5,3e+07,55,住宅,商業地域,30,1,2,LDK,0
1,1.7e+07,15,住宅,商業地域,15,0,1,K,0
1,2.2e+07,30,住宅,商業地域,16,1,1,K,0
1,2.3e+07,20,住宅,商業地域,16,0,1,K,0
1,1.6e+07,20,住宅,商業地域,15,0,1,K,0
2,9900000,15,住宅,近隣商業地域,28,0,1,K,0
1,2.6e+07,35,住宅,商業地域,28,0,1,LDK,0
9,6e+07,70,住宅,商業地域,21,1,3,LDK,0
5,1.3e+07,25,住宅,商業地域,35,0,1,DK,0
10,1.8e+07,15,住宅,商業地域,21,1,1,K,0
10,1.5e+07,15,その他,商業地域,21,0,1,DK,0
2,2.2e+07,45,住宅,商業地域,48,0,1,LDK,0
0,3.1e+07,35,住宅,商業地域,9,0,1,LDK,0
2,2.2e+07,35,その他,商業地域,48,1,1,DK,0
7,3.3e+07,60,その他,第１種低層住居専用地域,47,0,3,LDK,0
3,7.1e+07,85,住宅,第１種低層住居専用地域,16,0,3,LDK,0
0,2.1e+07,20,住宅,商業地域,9,0,1,K,0
2,2.9e+07,45,住宅,第１種低層住居専用地域,34,0,1,LDK,0
7,2.1e+07,35,住宅,第１種低層住居専用地域,47,1,1,LDK,0
3,2e+07,20,住宅,商業地域,13,0,1,K,0
2,2.3e+07,35,住宅,商業地域,48,1,1,DK,0
4,2.9e+07,25,住宅,近隣商業地域,2,0,1,K,0
4,3e+07,25,住宅,近隣商業地域,2,0,1,K,0
4,2.9e+07,25,住宅,近隣商業地域,2,0,1,K,0
4,3e+07,25,住宅,近隣商業地域,2,0,1,K,0
2,2.5e+07,40,住宅,商業地域,34,0,1,DK,0
5,2.9e+07,25,住宅,近隣商業地域,2,0,1,K,0
4,2.7e+07,25,その他,近隣商業地域,2,0,1,K,0
5,3.8e+07,40,住宅,近隣商業地域,7,0,1,LDK,0
4,2.4e+07,20,その他,近隣商業地域,9,0,1,K,0
3,5.3e+07,50,住宅,第２種住居地域,10,0,1,LDK,0
1,4.5e+07,50,住宅,商業地域,32,1,2,LDK,0
1,1.7e+07,20,住宅,商業地域,16,0,1,K,0
1,4.5e+07,50,住宅,商業地域,23,0,2,LDK,0
1,1.9e+07,20,住宅,商業地域,13,0,1,K,0
1,2.1e+07,20,住宅,商業地域,16,0,1,K,0
2,3e+07,35,住宅,近隣商業地域,14,1,1,K,0
3,1.8e+07,25,住宅,第１種住居地域,17,0,1,K,0
2,2.5e+07,30,住宅,商業地域,23,0,1,K,0
1,2.2e+07,20,住宅,商業地域,13,0,1,K,0
3,5.1e+07,55,住宅,第２種住居地域,10,0,2,LDK,0
2,5e+07,65,住宅,商業地域,26,0,2,LDK,0
2,6.8e+07,65,住宅,商業地域,23,1,3,LDK,0
1,1.8e+07,20,住宅,商業地域,16,0,1,K,0
5,4.3e+07,55,住宅,商業地域,20,0,2,LDK,0
2,1.4e+07,20,住宅,近隣商業地域,18,0,1,K,0
5,3e+07,50,住宅,商業地域,31,0,2,LDK,0
8,5.5e+07,60,住宅,近隣商業地域,12,0,2,LDK,0
9,4.2e+07,50,住宅,準工業地域,32,1,2,LDK,0
9,2.3e+07,20,住宅,準工業地域,15,0,1,K,0
7,1.3e+07,15,住宅,商業地域,33,0,1,K,0
9,3.1e+07,45,住宅,準工業地域,32,1,2,DK,0
6,2.1e+07,20,住宅,商業地域,13,0,1,K,0
5,7.5e+07,70,住宅,近隣商業地域,9,1,2,LDK,0
7,8900000,15,住宅,第１種住居地域,36,0,1,K,0
2,2.4e+07,30,住宅,近隣商業地域,14,0,1,DK,0
2,1.7e+07,20,住宅,近隣商業地域,14,0,1,K,0
7,2.3e+07,20,住宅,近隣商業地域,16,1,1,K,0
2,3e+07,35,住宅,近隣商業地域,14,0,1,LDK,0
10,2e+07,20,住宅,準工業地域,15,0,1,K,0
2,3.5e+07,40,住宅,近隣商業地域,9,0,1,LDK,0
7,4.1e+07,40,住宅,第１種住居地域,8,0,1,LDK,0
3,9500000,15,住宅,商業地域,34,0,1,K,0
8,3.5e+07,50,住宅,第１種中高層住居専用地域,29,1,2,LDK,0
10,2.1e+07,20,住宅,準工業地域,11,1,1,K,0
9,6.4e+07,80,住宅,準工業地域,15,0,3,LDK,0
3,1.5e+07,20,住宅,商業地域,13,0,1,K,0
8,1.5e+07,35,住宅,第１種中高層住居専用地域,29,0,1,DK,0
3,1.9e+07,20,住宅,第１種住居地域,9,0,1,K,0
0,1.3e+07,30,住宅,商業地域,32,0,1,K,0
9,6.7e+07,80,住宅,準工業地域,15,0,3,LDK,0
3,1.9e+07,20,住宅,商業地域,13,0,1,K,0
1,5.5e+07,65,住宅,商業地域,33,1,3,LDK,0
8,8300000,15,住宅,第１種住居地域,34,0,1,K,0
3,2e+07,20,住宅,近隣商業地域,14,0,1,K,0
4,3.5e+07,35,住宅,第１種中高層住居専用地域,8,0,1,DK,0
2,6.2e+07,70,住宅,第１種住居地域,20,1,3,LDK,0
2,4.6e+07,55,住宅,近隣商業地域,17,0,1,LDK,0
7,2.4e+07,15,住宅,準工業地域,13,0,1,K,0
4,1.8e+08,115,住宅,近隣商業地域,17,1,4,LDK,0
4,6.9e+07,55,住宅,第１種住居地域,4,0,2,LDK,1
0,4.6e+07,45,住宅,商業地域,10,0,1,LDK,0
3,2.1e+07,20,住宅,商業地域,18,0,1,K,0
4,8.1e+07,115,住宅,近隣商業地域,17,0,4,LDK,0
1,1.6e+07,20,住宅,近隣商業地域,24,0,1,R,0
6,5.8e+07,60,住宅,第１種住居地域,5,0,2,LDK,0
4,1.1e+08,75,住宅,商業地域,4,0,2,LDK,0
6,5e+07,60,その他,第１種住居地域,5,0,2,LDK,0
2,1.4e+07,20,住宅,近隣商業地域,16,0,1,K,0
6,1.9e+07,20,住宅,商業地域,17,0,1,K,0
6,4.6e+07,45,住宅,近隣商業地域,12,0,1,LDK,0
2,1.4e+07,30,住宅,近隣商業地域,42,0,1,K,0
1,6e+07,80,住宅,近隣商業地域,39,1,3,LDK,0
8,2.1e+07,20,住宅,商業地域,17,0,1,K,0
9,6.8e+07,60,住宅,近隣商業地域,15,1,2,LDK,0
3,8.4e+07,125,住宅,近隣商業地域,48,1,3,LDK,0
7,7.6e+07,75,住宅,近隣商業地域,15,0,2,LDK,0
2,1.2e+07,15,住宅,近隣商業地域,42,0,1,DK,0
9,5.1e+07,60,その他,近隣商業地域,15,0,2,LDK,0
3,4e+07,80,住宅,近隣商業地域,48,0,2,LDK,0
1,5.6e+07,85,住宅,近隣商業地域,39,1,2,LDK,0
5,2e+07,15,住宅,近隣商業地域,15,0,1,K,0
4,6.2e+07,50,住宅,商業地域,5,0,2,LDK,0
6,2.2e+07,20,その他,第２種住居地域,14,0,1,K,0
3,2.1e+07,20,その他,商業地域,17,0,1,K,0
8,3.9e+07,25,住宅,商業地域,2,0,1,K,0
3,2.1e+07,20,住宅,商業地域,16,0,1,K,0
6,4.5e+07,55,住宅,商業地域,31,1,2,LDK,0
5,5e+07,50,住宅,近隣商業地域,19,1,1,K,0
3,2.1e+07,20,住宅,商業地域,17,0,1,K,0
8,3.7e+07,25,住宅,商業地域,2,0,1,K,0
3,2.2e+07,20,住宅,商業地域,14,0,1,K,0
7,1.5e+07,35,住宅,商業地域,39,0,1,LDK,0
4,2.4e+07,20,住宅,商業地域,14,0,1,K,0
7,3.4e+07,40,住宅,商業地域,20,0,1,LDK,0
5,2.7e+07,20,住宅,商業地域,9,0,1,K,0
5,2.8e+07,20,住宅,商業地域,9,1,1,K,0
6,3.2e+07,35,住宅,商業地域,18,0,1,K,0
8,3.7e+07,25,住宅,商業地域,2,0,1,K,0
5,4.3e+07,45,住宅,商業地域,23,0,1,LDK,0
5,1.6e+07,20,住宅,近隣商業地域,15,0,1,K,0
3,1.7e+07,20,住宅,商業地域,17,0,1,K,0
6,1.2e+08,90,住宅,第１種住居地域,11,0,3,LDK,0
7,5.7e+07,55,住宅,商業地域,20,1,2,LDK,0
7,4.5e+07,50,住宅,商業地域,29,1,2,LDK,0
7,4.8e+07,50,住宅,商業地域,18,0,2,DK,0
3,1.9e+07,40,住宅,商業地域,29,0,2,DK,0
7,2.2e+07,45,住宅,商業地域,39,0,2,LDK,0
3,4.4e+07,40,住宅,商業地域,5,0,1,LDK,0
3,1.8e+07,20,住宅,商業地域,13,0,1,K,0
3,5.7e+07,55,住宅,商業地域,11,0,2,LDK,0
2,2.2e+07,20,住宅,近隣商業地域,16,0,1,K,0
5,2e+07,20,住宅,近隣商業地域,15,0,1,K,0
7,4.9e+07,55,住宅,商業地域,20,1,2,LDK,0
4,5.5e+07,60,住宅,商業地域,21,0,2,LDK,0
3,5.6e+07,50,住宅,商業地域,5,0,2,LDK,0
7,2.2e+07,20,住宅,商業地域,15,0,1,DK,0
6,3.8e+07,45,住宅,商業地域,31,1,2,DK,0
5,2.8e+07,30,住宅,商業地域,5,0,1,DK,0
3,1.7e+07,20,住宅,商業地域,17,0,1,K,0
3,2.2e+07,20,住宅,商業地域,13,0,1,K,0
9,5.1e+07,65,住宅,商業地域,12,1,3,LDK,0
11,3.1e+07,25,住宅,商業地域,2,0,1,K,0
11,4.5e+07,40,住宅,商業地域,2,0,1,LDK,0
10,1.2e+07,15,住宅,第１種住居地域,26,0,1,K,0
10,1.5e+07,15,住宅,第１種住居地域,26,0,1,K,0
11,3.1e+07,25,住宅,商業地域,2,0,1,K,0
9,2e+07,20,その他,商業地域,9,1,1,K,0
10,9e+06,15,住宅,第１種住居地域,28,1,1,K,0
11,7.1e+07,75,住宅,商業地域,18,1,4,LDK,0
9,1.9e+07,20,住宅,第１種住居地域,11,0,1,K,0
9,1.1e+07,20,住宅,商業地域,31,0,1,K,0
6,2.8e+07,40,住宅,商業地域,4,1,1,LDK,0
11,6e+07,65,住宅,商業地域,13,0,2,DK,0
10,6.9e+07,80,住宅,第１種住居地域,18,0,3,LDK,0
